【大梁】
符号名：断面,符号名,共通符号名,階数,断面位置,断面,ｺﾝｸﾘｰﾄ:ｂ×Ｄ,主筋:上端,主筋:下端,主筋:材料:上端,主筋:材料:下端,かぶり・あき:上端mm,かぶり・あき:下端mm,あばら筋:　,あばら筋:材料
9C6,9C6,C6,9階,,800×1200(Fc33),"2-D32,3-D25",5-D32,X:SD345Y:SD390,50,2-TA13@100,3-TA13@100,SPR685
9C7,9C7,C7,9階,,800×1200(Fc33),"2-D32,3-D25",5-D32,X:SD345Y:SD390,50,2-TA13@100,3-TA13@100,SPR685
9C8,9C8,C8,9階,,700×1100(Fc33),"2-D32,3-D25",5-D32,X:SD345Y:SD390,50,2-D13@100,3-D13@100,SD295A
8C6,8C6,C6,8階,,800×1200(Fc33),"2-D32,3-D29",5-D32,SD390,50,2-TA13@100,3-TA13@100,SPR685
8C7,8C7,C7,8階,,800×1200(Fc33),"2-D32,3-D29",5-D32,SD390,50,2-TA13@100,3-TA13@100,SPR685
8C8,8C8,C8,8階,,800×1100(Fc33),"2-D32,3-D29",5-D32,SD390,50,2-D13@100,3-D13@100,SD295A
7C6,7C6,C6,7階,,800×1200(Fc33),5-D32,5-D32,SD390,50,2-TA13@100,3-TA13@100,SPR685
7C7,7C7,C7,7階,,800×1200(Fc33),5-D32,5-D32,SD390,50,2-TA13@100,3-TA13@100,SPR685
7C8,7C8,C8,7階,,800×1100(Fc33),5-D32,5-D32,SD390,50,2-TA13@100,2-TA13@100,SPR685
6C6,6C6,C6,6階,,900×1200(Fc33),5-D32,5-D32,SD390,50,2-TA13@100,3-TA13@100,SPR685
6C7,6C7,C7,6階,,900×1200(Fc33),5-D32,5-D32,SD390,50,2-TA13@100,3-TA13@100,SPR685
6C8,6C8,C8,6階,,800×1100(Fc33),5-D32,5-D32,SD390,50,2-TA13@100,2-TA13@100,SPR685
5C6,5C6,C6,5階,,900×1200(Fc36),7-D35,7-D35,SD390,50,2-TA13@100,3-TA13@100,SPR685
5C7,5C7,C7,5階,,900×1200(Fc36),7-D35,7-D35,SD390,50,2-TA13@100,3-TA13@100,SPR685
5C8,5C8,C8,5階,,800×1100(Fc36),5-D35,5-D35,SD390,50,2-TA13@100,2-TA13@100,SPR685
4C6,4C6,C6,4階,,900×1200(Fc36),7-D35,7-D35,SD390,50,2-TA13@100,4-TA13@100,SPR685
4C7,4C7,C7,4階,,900×1200(Fc36),7-D35,7-D35,SD390,50,2-TA13@100,4-TA13@100,SPR685
4C8,4C8,C8,4階,,800×1100(Fc36),5-D35,7-D35,SD390,50,2-TA13@100,2-TA13@100,SPR685
3C6,3C6,C6,3階,,1000×1200(Fc36),7-D35,7-D35,SD390,50,2-TA13@100,4-TA13@100,SPR685
3C7,3C7,C7,3階,,900×1200(Fc36),7-D35,7-D35,SD390,50,2-TA13@100,4-TA13@100,SPR685
3C8,3C8,C8,3階,,900×1100(Fc36),5-D35,7-D35,SD390,50,2-TA13@100,2-TA13@100,SPR685
2C6,2C6,C6,2階,,1000×1200(Fc36),8-D35,7-D35,SD390,50,2-TA13@100,4-TA13@100,SPR685
2C7,2C7,C7,2階,,900×1200(Fc36),7-D35,7-D35,SD390,50,2-TA13@100,4-TA13@100,SPR685
2C8,2C8,C8,2階,,900×1100(Fc36),5-D35,7-D35,SD390,50,2-TA13@100,2-TA13@100,SPR685
1C6,1C6,C6,1階,,1400×1200(Fc36),10-D35,12-D35,SD390,50,10-TA13@100,4-TA13@100,SPR685
1C7,1C7,C7,1階,,1000×1200(Fc36),7-D35,7-D35,SD390,50,4-TA13@100,4-TA13@100,SPR685
1C8,1C8,C8,1階,,900×1200(Fc36),7-D35,7-D35,SD390,50,4-TA13@100,4-TA13@100,SPR685
【片持梁】
符号名：断面,符号名,断面位置,断面,ｂ×Ｄ
CG1-1:全断面,CG1-1,全断面,,400×800(標準)
CG1-2:全断面,CG1-2,全断面,,400×850(標準)
CG1-3:全断面,CG1-3,全断面,,400×900(Fc36)
CG2:全断面,CG2,全断面,,350×600(標準)
CG3:全断面,CG3,全断面,,500×850(Fc36)
CG4:全断面,CG4,全断面,,350×950(Fc36)
CG5:全断面,CG5,全断面,,500×700(Fc36)
FCG1:全断面,FCG1,全断面,,1200×3500(Fc33)
FCG2:全断面,FCG2,全断面,,450×2500(Fc33)
FCG3:全断面,FCG3,全断面,,400×600(Fc33)
FCG4:全断面,FCG4,全断面,,450×600(Fc33)
【小梁】
符号名：断面,符号名,断面位置,断面,ｂ×Ｄ
B1:全断面,B1,全断面,,400×680(標準)
B2:全断面,B2,全断面,,400×680(標準)
B3:全断面,B3,全断面,,400×850(Fc36)
B4:全断面,B4,全断面,,300×600(Fc36)
B6:全断面,B6,全断面,,300×600(Fc33)
CB1:全断面,CB1,全断面,,300×600(Fc36)
FB1:全断面,FB1,全断面,,350×2500(Fc33)
FB2:全断面,FB2,全断面,,500×2500(Fc33)
FB4:全断面,FB4,全断面,,500×2500(Fc33)
FB5:全断面,FB5,全断面,,500×2500(Fc33)
FB6:全断面,FB6,全断面,,400×2500(Fc33)
【基礎小梁】
符号名：断面,符号名,断面位置,断面,ｂ×Ｄ
B5:全断面,B5,全断面,,350×700(Fc33)
FCB1:全断面,FCB1,全断面,,350×600(Fc33)
【壁】
符号名：断面,符号名,厚さmm,縦横,材料:縦,材料:横,かぶり厚mm,縦横斜,材料:斜
W15,W15,150(標準),D10@200ダブルD10@200ダブル,,,40,,
EW18n,EW18n,180(標準),D10@200ダブルD10@200ダブル,,,40,,
EW18An,EW18An,180(Fc33),D13@200ダブルD13@200ダブル,,,40,,
EW18Bn,EW18Bn,180(Fc36),D13@150ダブルD13@100ダブル,,,40,,
EW18,EW18,180(標準),D10@200ダブルD10@200ダブル,SD295A,SD295A,40,4-D134-D132-D13,SD295A
EW18A,EW18A,180(標準),D13@200ダブルD13@200ダブル,SD295A,SD295A,40,4-D134-D132-D13,SD295A
EW18B,EW18B,180(Fc36),D13@150ダブルD13@100ダブル,SD295A,SD295A,40,4-D134-D132-D13,SD295A
EW20,EW20,200(Fc33),D13@125ダブルD13@100ダブル,SD295A,SD295A,40,4-D134-D132-D13,SD295A
EW22,EW22,220(Fc33),D16@125ダブルD16@100ダブル,SD295A,SD295A,40,4-D164-D162-D13,SD295A
EW22A,EW22A,220(Fc36),D16@100ダブルD16@100ダブル,,,40,,
EW24,EW24,240(Fc36),D16@100ダブルD19@100ダブル,SD295A,SD345,40,4-D164-D192-D13,SD295A
EW26,EW26,260(Fc36),D16@100ダブルD19@100ダブル,SD295A,SD345,40,4-D164-D192-D13,SD295A
EW30,EW30,300(Fc36),D16@100ダブルD16@100ダブル,,,40,,
W70,W70,700(Fc36),D13@200ダブルD13@200ダブル,,,40,,
